"disease_id","id","name"
"V46","V46.4","Car occupant injured in collision with other nonmotor vehicle : person injured while boarding or alighting"
"V46","V46.5","Car occupant injured in collision with other nonmotor vehicle : driver injured in traffic accident"
"V46","V46.6","Car occupant injured in collision with other nonmotor vehicle : passenger injured in traffic accident"
"V46","V46.7","Car occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident"
"V46","V46.9","Car occupant injured in collision with other nonmotor vehicle : unspecified car occupant injured in traffic accident"
"V47","V47.0","Car occupant injured in collision with fixed or stationary object : driver injured in nontraffic accident"
"V47","V47.1","Car occupant injured in collision with fixed or stationary object : passenger injured in nontraffic accident"
"V47","V47.2","Car occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident"
"V47","V47.3","Car occupant injured in collision with fixed or stationary object : unspecified car occupant injured in nontraffic accident"
"V47","V47.4","Car occupant injured in collision with fixed or stationary object : person injured while boarding or alighting"
"V47","V47.5","Car occupant injured in collision with fixed or stationary object : driver injured in traffic accident"
"V47","V47.6","Car occupant injured in collision with fixed or stationary object : passenger injured in traffic accident"
"V47","V47.7","Car occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident"
"V47","V47.9","Car occupant injured in collision with fixed or stationary object : unspecified car occupant injured in traffic accident"
"V48","V48.0","Car occupant injured in noncollision transport accident : driver injured in nontraffic accident"
"V48","V48.1","Car occupant injured in noncollision transport accident : passenger injured in nontraffic accident"
"V48","V48.2","Car occupant injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident"
"V48","V48.3","Car occupant injured in noncollision transport accident : unspecified car occupant injured in nontraffic accident"
"V48","V48.4","Car occupant injured in noncollision transport accident : person injured while boarding or alighting"
"V48","V48.5","Car occupant injured in noncollision transport accident : driver injured in traffic accident"
"V48","V48.6","Car occupant injured in noncollision transport accident : passenger injured in traffic accident"
"V48","V48.7","Car occupant injured in noncollision transport accident : person on outside of vehicle injured in traffic accident"
"V48","V48.9","Car occupant injured in noncollision transport accident : unspecified car occupant injured in traffic accident"
"V49","V49.0","Driver injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V49","V49.1","Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V49","V49.2","Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V49","V49.3","Car occupant [any] injured in unspecified nontraffic accident"
"V49","V49.4","Driver injured in collision with other and unspecified motor vehicles in traffic accident"
"V49","V49.5","Passenger injured in collision with other and unspecified motor vehicles in traffic accident"
"V49","V49.6","Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident"
"V49","V49.8","Car occupant [any] injured in other specified transport accidents"
"V49","V49.9","Car occupant [any] injured in unspecified traffic accident"
"V50","V50.0","Occupant of pick-up truck or van injured in collision with pedestrian or animal : driver injured in nontraffic accident"
"V50","V50.1","Occupant of pick-up truck or van injured in collision with pedestrian or animal : passenger injured in nontraffic accident"
"V50","V50.2","Occupant of pick-up truck or van injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident"
"V50","V50.3","Occupant of pick-up truck or van injured in collision with pedestrian or animal : unspecified occupant of pick-up truck or van injured in nontraffic accident"
"V50","V50.4","Occupant of pick-up truck or van injured in collision with pedestrian or animal : person injured while boarding or alighting"
"V50","V50.5","Occupant of pick-up truck or van injured in collision with pedestrian or animal : driver injured in traffic accident"
"V50","V50.6","Occupant of pick-up truck or van injured in collision with pedestrian or animal : passenger injured in traffic accident"
"V50","V50.7","Occupant of pick-up truck or van injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident"
"V50","V50.9","Occupant of pick-up truck or van injured in collision with pedestrian or animal : unspecified occupant of pick-up truck or van injured in traffic accident"
"V51","V51.0","Occupant of pick-up truck or van injured in collision with pedal cycle : driver injured in nontraffic accident"
"V51","V51.1","Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in nontraffic accident"
"V51","V51.2","Occupant of pick-up truck or van injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident"
"V51","V51.3","Occupant of pick-up truck or van injured in collision with pedal cycle : unspecified occupant of pick-up truck or van injured in nontraffic accident"
"V51","V51.4","Occupant of pick-up truck or van injured in collision with pedal cycle : person injured while boarding or alighting"
"V51","V51.5","Occupant of pick-up truck or van injured in collision with pedal cycle : driver injured in traffic accident"
"V51","V51.6","Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in traffic accident"
"V51","V51.7","Occupant of pick-up truck or van injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident"
"V51","V51.9","Occupant of pick-up truck or van injured in collision with pedal cycle : unspecified occupant of pick-up truck or van injured in traffic accident"
"V52","V52.0","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident"
"V52","V52.1","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident"
"V52","V52.2","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident"
"V52","V52.3","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident"
"V52","V52.4","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting"
"V52","V52.5","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident"
"V52","V52.6","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident"
"V52","V52.7","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident"
"V52","V52.9","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident"
